"fish" "day" "state" "sub"
"1018" "18" 21 1 1
"1019" "19" 21 NA NA
"1020" "20" 21 NA NA
"1021" "21" 21 7 2
"1022" "22" 21 NA NA
"1023" "23" 21 NA NA
"1024" "24" 21 NA NA
"1025" "25" 21 NA NA
"1026" "26" 21 NA NA
"1027" "27" 21 NA NA
"1028" "28" 21 NA NA
"1029" "29" 21 1 2
"1030" "30" 21 NA NA
"1031" "31" 21 NA NA
"1032" "32" 21 1 1
"1033" "33" 21 NA NA
"1034" "34" 21 NA NA
"1035" "35" 21 NA NA
"1036" "36" 21 10 1
"1037" "37" 21 7 1
"1038" "38" 21 NA NA
"1039" "39" 21 NA NA
"1040" "40" 21 NA NA
"1041" "41" 21 1 2
"1042" "42" 21 NA NA
"1043" "43" 21 NA NA
"1044" "44" 21 NA NA
"1045" "45" 21 8 3
"1046" "46" 21 NA NA
"1047" "47" 21 NA NA
"1048" "48" 21 1 3
"1049" "49" 21 NA NA
"1050" "50" 21 7 2
"1051" "1" 22 10 1
"1052" "2" 22 NA NA
"1053" "3" 22 10 1
"1054" "4" 22 NA NA
"1055" "5" 22 NA NA
"1056" "6" 22 NA NA
"1057" "7" 22 7 1
"1058" "8" 22 NA NA
"1059" "9" 22 NA NA
"1060" "10" 22 NA NA
"1061" "11" 22 NA NA
"1062" "12" 22 NA NA
"1063" "13" 22 NA NA
"1064" "14" 22 NA NA
"1065" "15" 22 NA NA
"1066" "16" 22 10 1
"1067" "17" 22 NA NA
"1068" "18" 22 1 3
"1069" "19" 22 10 3
"1070" "20" 22 6 3
"1071" "21" 22 NA NA
"1072" "22" 22 NA NA
"1073" "23" 22 NA NA
"1074" "24" 22 10 1
"1075" "25" 22 8 1
"1076" "26" 22 NA NA
"1077" "27" 22 NA NA
"1078" "28" 22 8 1
"1079" "29" 22 NA NA
"1080" "30" 22 10 2
"1081" "31" 22 10 1
"1082" "32" 22 NA NA
"1083" "33" 22 NA NA
"1084" "34" 22 NA NA
"1085" "35" 22 NA NA
"1086" "36" 22 NA NA
"1087" "37" 22 7 2
"1088" "38" 22 7 2
"1089" "39" 22 NA NA
"1090" "40" 22 6 1
"1091" "41" 22 NA NA
"1092" "42" 22 NA NA
"1093" "43" 22 NA NA
"1094" "44" 22 NA NA
"1095" "45" 22 8 3
"1096" "46" 22 10 1
"1097" "47" 22 NA NA
"1098" "48" 22 1 3
"1099" "49" 22 2 3
"1100" "50" 22 NA NA
"1101" "1" 23 NA NA
"1102" "2" 23 NA NA
"1103" "3" 23 NA NA
"1104" "4" 23 NA NA
"1105" "5" 23 NA NA
"1106" "6" 23 NA NA
"1107" "7" 23 NA NA
"1108" "8" 23 8 3
"1109" "9" 23 NA NA
"1110" "10" 23 10 1
"1111" "11" 23 NA NA
"1112" "12" 23 10 1
"1113" "13" 23 NA NA
"1114" "14" 23 10 3
"1115" "15" 23 NA NA
"1116" "16" 23 10 2
"1117" "17" 23 NA NA
"1118" "18" 23 NA NA
"1119" "19" 23 NA NA
"1120" "20" 23 NA NA
"1121" "21" 23 NA NA
"1122" "22" 23 9 3
"1123" "23" 23 NA NA
"1124" "24" 23 10 1
"1125" "25" 23 8 1
"1126" "26" 23 6 3
"1127" "27" 23 10 3
"1128" "28" 23 NA NA
"1129" "29" 23 NA NA
"1130" "30" 23 10 1
"1131" "31" 23 NA NA
"1132" "32" 23 NA NA
"1133" "33" 23 NA NA
"1134" "34" 23 6 3
"1135" "35" 23 10 1
"1136" "36" 23 NA NA
"1137" "37" 23 7 2
"1138" "38" 23 NA NA
"1139" "39" 23 NA NA
"1140" "40" 23 6 1
"1141" "41" 23 1 3
"1142" "42" 23 NA NA
"1143" "43" 23 8 3
"1144" "44" 23 NA NA
"1145" "45" 23 NA NA
"1146" "46" 23 NA NA
"1147" "47" 23 NA NA
"1148" "48" 23 NA NA
"1149" "49" 23 NA NA
"1150" "50" 23 NA NA
"1151" "1" 24 NA NA
"1152" "2" 24 NA NA
"1153" "3" 24 10 1
"1154" "4" 24 NA NA
"1155" "5" 24 10 3
"1156" "6" 24 10 3
"1157" "7" 24 NA NA
"1158" "8" 24 NA NA
"1159" "9" 24 NA NA
"1160" "10" 24 NA NA
"1161" "11" 24 5 2
"1162" "12" 24 NA NA
"1163" "13" 24 NA NA
"1164" "14" 24 NA NA
"1165" "15" 24 10 1
"1166" "16" 24 NA NA
"1167" "17" 24 NA NA
"1168" "18" 24 NA NA
"1169" "19" 24 NA NA
"1170" "20" 24 6 1
"1171" "21" 24 NA NA
"1172" "22" 24 9 2
"1173" "23" 24 NA NA
"1174" "24" 24 NA NA
"1175" "25" 24 NA NA
"1176" "26" 24 NA NA
"1177" "27" 24 10 1
"1178" "28" 24 NA NA
"1179" "29" 24 NA NA
"1180" "30" 24 10 1
"1181" "31" 24 NA NA
"1182" "32" 24 NA NA
"1183" "33" 24 NA NA
"1184" "34" 24 NA NA
"1185" "35" 24 10 1
"1186" "36" 24 10 2
"1187" "37" 24 NA NA
"1188" "38" 24 NA NA
"1189" "39" 24 NA NA
"1190" "40" 24 NA NA
"1191" "41" 24 NA NA
"1192" "42" 24 NA NA
"1193" "43" 24 NA NA
"1194" "44" 24 NA NA
"1195" "45" 24 9 3
"1196" "46" 24 NA NA
"1197" "47" 24 1 2
"1198" "48" 24 NA NA
"1199" "49" 24 NA NA
"1200" "50" 24 NA NA
"1201" "1" 25 10 1
"1202" "2" 25 NA NA
"1203" "3" 25 NA NA
"1204" "4" 25 NA NA
"1205" "5" 25 10 1
"1206" "6" 25 10 1
"1207" "7" 25 NA NA
"1208" "8" 25 NA NA
"1209" "9" 25 1 2
"1210" "10" 25 NA NA
"1211" "11" 25 NA NA
"1212" "12" 25 10 1
"1213" "13" 25 NA NA
"1214" "14" 25 10 1
"1215" "15" 25 NA NA
"1216" "16" 25 NA NA
"1217" "17" 25 NA NA
"1218" "18" 25 1 1
"1219" "19" 25 NA NA
"1220" "20" 25 6 1
"1221" "21" 25 NA NA
"1222" "22" 25 10 3
"1223" "23" 25 1 3
"1224" "24" 25 NA NA
"1225" "25" 25 9 1
"1226" "26" 25 NA NA
"1227" "27" 25 NA NA
"1228" "28" 25 NA NA
"1229" "29" 25 NA NA
"1230" "30" 25 NA NA
"1231" "31" 25 NA NA
"1232" "32" 25 NA NA
"1233" "33" 25 NA NA
"1234" "34" 25 NA NA
"1235" "35" 25 10 3
"1236" "36" 25 10 1
"1237" "37" 25 7 2
"1238" "38" 25 NA NA
"1239" "39" 25 NA NA
"1240" "40" 25 NA NA
"1241" "41" 25 NA NA
"1242" "42" 25 NA NA
"1243" "43" 25 NA NA
"1244" "44" 25 NA NA
"1245" "45" 25 NA NA
"1246" "46" 25 10 3
"1247" "47" 25 1 1
"1248" "48" 25 1 2
"1249" "49" 25 NA NA
"1250" "50" 25 7 2
"1251" "1" 26 NA NA
"1252" "2" 26 NA NA
"1253" "3" 26 NA NA
"1254" "4" 26 3 2
"1255" "5" 26 10 3
"1256" "6" 26 NA NA
"1257" "7" 26 NA NA
"1258" "8" 26 NA NA
"1259" "9" 26 1 1
"1260" "10" 26 NA NA
"1261" "11" 26 NA NA
"1262" "12" 26 10 1
"1263" "13" 26 NA NA
"1264" "14" 26 NA NA
"1265" "15" 26 NA NA
"1266" "16" 26 NA NA
"1267" "17" 26 10 1
"1268" "18" 26 NA NA
"1269" "19" 26 10 1
"1270" "20" 26 6 3
"1271" "21" 26 8 1
"1272" "22" 26 10 1
"1273" "23" 26 NA NA
"1274" "24" 26 10 1
"1275" "25" 26 9 1
"1276" "26" 26 NA NA
"1277" "27" 26 NA NA
"1278" "28" 26 3 2
"1279" "29" 26 NA NA
"1280" "30" 26 NA NA
"1281" "31" 26 NA NA
"1282" "32" 26 NA NA
"1283" "33" 26 10 3
"1284" "34" 26 NA NA
"1285" "35" 26 NA NA
"1286" "36" 26 10 1
"1287" "37" 26 NA NA
"1288" "38" 26 NA NA
"1289" "39" 26 10 1
"1290" "40" 26 6 3
"1291" "41" 26 NA NA
"1292" "42" 26 NA NA
"1293" "43" 26 9 2
"1294" "44" 26 NA NA
"1295" "45" 26 NA NA
"1296" "46" 26 NA NA
"1297" "47" 26 NA NA
"1298" "48" 26 NA NA
"1299" "49" 26 NA NA
"1300" "50" 26 NA NA
"1301" "1" 27 NA NA
"1302" "2" 27 NA NA
"1303" "3" 27 NA NA
"1304" "4" 27 NA NA
"1305" "5" 27 10 1
"1306" "6" 27 10 1
"1307" "7" 27 NA NA
"1308" "8" 27 NA NA
"1309" "9" 27 NA NA
"1310" "10" 27 NA NA
"1311" "11" 27 NA NA
"1312" "12" 27 NA NA
"1313" "13" 27 10 1
"1314" "14" 27 NA NA
"1315" "15" 27 NA NA
"1316" "16" 27 10 1
"1317" "17" 27 10 1
"1318" "18" 27 NA NA
"1319" "19" 27 NA NA
"1320" "20" 27 6 1
"1321" "21" 27 NA NA
"1322" "22" 27 9 2
"1323" "23" 27 NA NA
"1324" "24" 27 NA NA
"1325" "25" 27 NA NA
"1326" "26" 27 7 2
"1327" "27" 27 NA NA
"1328" "28" 27 NA NA
"1329" "29" 27 1 1
"1330" "30" 27 NA NA
"1331" "31" 27 NA NA
"1332" "32" 27 1 1
"1333" "33" 27 NA NA
"1334" "34" 27 NA NA
"1335" "35" 27 NA NA
"1336" "36" 27 NA NA
"1337" "37" 27 7 2
"1338" "38" 27 7 2
"1339" "39" 27 NA NA
"1340" "40" 27 6 1
"1341" "41" 27 NA NA
"1342" "42" 27 NA NA
"1343" "43" 27 NA NA
"1344" "44" 27 NA NA
"1345" "45" 27 10 1
"1346" "46" 27 NA NA
"1347" "47" 27 NA NA
"1348" "48" 27 3 2
"1349" "49" 27 NA NA
"1350" "50" 27 7 1
"1351" "1" 28 10 3
"1352" "2" 28 8 3
"1353" "3" 28 NA NA
"1354" "4" 28 6 3
"1355" "5" 28 10 1
"1356" "6" 28 NA NA
"1357" "7" 28 NA NA
"1358" "8" 28 10 3
"1359" "9" 28 NA NA
"1360" "10" 28 NA NA
"1361" "11" 28 NA NA
"1362" "12" 28 10 3
"1363" "13" 28 NA NA
"1364" "14" 28 NA NA
"1365" "15" 28 10 3
"1366" "16" 28 NA NA
"1367" "17" 28 NA NA
"1368" "18" 28 NA NA
"1369" "19" 28 10 3
"1370" "20" 28 6 1
"1371" "21" 28 NA NA
"1372" "22" 28 NA NA
"1373" "23" 28 NA NA
"1374" "24" 28 NA NA
"1375" "25" 28 10 2
"1376" "26" 28 NA NA
"1377" "27" 28 NA NA
"1378" "28" 28 NA NA
"1379" "29" 28 NA NA
"1380" "30" 28 NA NA
"1381" "31" 28 10 1
"1382" "32" 28 NA NA
"1383" "33" 28 10 1
"1384" "34" 28 NA NA
"1385" "35" 28 NA NA
"1386" "36" 28 NA NA
"1387" "37" 28 NA NA
"1388" "38" 28 7 2
"1389" "39" 28 NA NA
"1390" "40" 28 NA NA
"1391" "41" 28 NA NA
"1392" "42" 28 NA NA
"1393" "43" 28 NA NA
"1394" "44" 28 7 2
"1395" "45" 28 10 3
"1396" "46" 28 10 1
"1397" "47" 28 NA NA
"1398" "48" 28 NA NA
"1399" "49" 28 NA NA
"1400" "50" 28 7 3
"1401" "1" 29 NA NA
"1402" "2" 29 NA NA
"1403" "3" 29 10 1
"1404" "4" 29 NA NA
"1405" "5" 29 NA NA
"1406" "6" 29 NA NA
"1407" "7" 29 NA NA
"1408" "8" 29 NA NA
"1409" "9" 29 NA NA
"1410" "10" 29 NA NA
"1411" "11" 29 NA NA
"1412" "12" 29 NA NA
"1413" "13" 29 NA NA
"1414" "14" 29 NA NA
"1415" "15" 29 NA NA
"1416" "16" 29 NA NA
"1417" "17" 29 NA NA
"1418" "18" 29 NA NA
"1419" "19" 29 NA NA
"1420" "20" 29 NA NA
"1421" "21" 29 10 1
"1422" "22" 29 NA NA
"1423" "23" 29 1 1
"1424" "24" 29 10 3
"1425" "25" 29 NA NA
"1426" "26" 29 NA NA
"1427" "27" 29 10 3
"1428" "28" 29 1 3
"1429" "29" 29 NA NA
"1430" "30" 29 NA NA
"1431" "31" 29 NA NA
"1432" "32" 29 NA NA
"1433" "33" 29 NA NA
"1434" "34" 29 7 2
"1435" "35" 29 NA NA
"1436" "36" 29 NA NA
"1437" "37" 29 NA NA
"1438" "38" 29 7 2
"1439" "39" 29 NA NA
"1440" "40" 29 NA NA
"1441" "41" 29 1 2
"1442" "42" 29 NA NA
"1443" "43" 29 NA NA
"1444" "44" 29 7 2
"1445" "45" 29 NA NA
"1446" "46" 29 10 1
"1447" "47" 29 NA NA
"1448" "48" 29 3 2
"1449" "49" 29 NA NA
"1450" "50" 29 7 2
"1451" "1" 30 10 1
"1452" "2" 30 NA NA
"1453" "3" 30 10 3
"1454" "4" 30 NA NA
"1455" "5" 30 10 1
"1456" "6" 30 NA NA
"1457" "7" 30 1 1
"1458" "8" 30 NA NA
"1459" "9" 30 NA NA
"1460" "10" 30 NA NA
"1461" "11" 30 NA NA
"1462" "12" 30 10 3
"1463" "13" 30 NA NA
"1464" "14" 30 10 1
"1465" "15" 30 10 1
"1466" "16" 30 NA NA
"1467" "17" 30 NA NA
"1468" "18" 30 NA NA
"1469" "19" 30 NA NA
"1470" "20" 30 NA NA
"1471" "21" 30 10 1
"1472" "22" 30 4 2
"1473" "23" 30 NA NA
"1474" "24" 30 NA NA
"1475" "25" 30 10 3
"1476" "26" 30 NA NA
"1477" "27" 30 NA NA
"1478" "28" 30 NA NA
"1479" "29" 30 1 3
"1480" "30" 30 NA NA
"1481" "31" 30 NA NA
"1482" "32" 30 NA NA
"1483" "33" 30 NA NA
"1484" "34" 30 NA NA
"1485" "35" 30 NA NA
"1486" "36" 30 NA NA
"1487" "37" 30 NA NA
"1488" "38" 30 NA NA
"1489" "39" 30 NA NA
"1490" "40" 30 6 1
"1491" "41" 30 1 1
"1492" "42" 30 NA NA
"1493" "43" 30 10 1
"1494" "44" 30 NA NA
"1495" "45" 30 10 1
"1496" "46" 30 NA NA
"1497" "47" 30 1 3
"1498" "48" 30 3 3
"1499" "49" 30 1 3
"1500" "50" 30 7 2
"1501" "1" 31 10 3
"1502" "2" 31 10 1
"1503" "3" 31 10 1
"1504" "4" 31 6 3
"1505" "5" 31 10 3
"1506" "6" 31 NA NA
"1507" "7" 31 NA NA
"1508" "8" 31 NA NA
"1509" "9" 31 NA NA
"1510" "10" 31 NA NA
"1511" "11" 31 10 1
"1512" "12" 31 NA NA
"1513" "13" 31 NA NA
"1514" "14" 31 NA NA
"1515" "15" 31 10 1
"1516" "16" 31 10 3
"1517" "17" 31 NA NA
"1518" "18" 31 NA NA
"1519" "19" 31 NA NA
"1520" "20" 31 NA NA
"1521" "21" 31 NA NA
"1522" "22" 31 NA NA
"1523" "23" 31 NA NA
"1524" "24" 31 10 3
"1525" "25" 31 10 1
"1526" "26" 31 6 3
"1527" "27" 31 NA NA
"1528" "28" 31 NA NA
"1529" "29" 31 NA NA
"1530" "30" 31 NA NA
"1531" "31" 31 NA NA
"1532" "32" 31 NA NA
"1533" "33" 31 NA NA
"1534" "34" 31 NA NA
"1535" "35" 31 NA NA
"1536" "36" 31 NA NA
"1537" "37" 31 NA NA
"1538" "38" 31 NA NA
"1539" "39" 31 NA NA
"1540" "40" 31 NA NA
"1541" "41" 31 NA NA
"1542" "42" 31 NA NA
"1543" "43" 31 NA NA
"1544" "44" 31 NA NA
"1545" "45" 31 NA NA
"1546" "46" 31 NA NA
"1547" "47" 31 1 3
"1548" "48" 31 6 1
"1549" "49" 31 NA NA
"1550" "50" 31 NA NA
"1551" "1" 32 NA NA
"1552" "2" 32 10 1
"1553" "3" 32 10 1
"1554" "4" 32 7 2
"1555" "5" 32 NA NA
"1556" "6" 32 NA NA
"1557" "7" 32 NA NA
"1558" "8" 32 NA NA
"1559" "9" 32 NA NA
"1560" "10" 32 10 1
"1561" "11" 32 NA NA
"1562" "12" 32 10 1
"1563" "13" 32 NA NA
"1564" "14" 32 NA NA
"1565" "15" 32 10 1
"1566" "16" 32 NA NA
"1567" "17" 32 NA NA
"1568" "18" 32 1 1
"1569" "19" 32 NA NA
"1570" "20" 32 NA NA
"1571" "21" 32 NA NA
"1572" "22" 32 NA NA
"1573" "23" 32 NA NA
"1574" "24" 32 NA NA
"1575" "25" 32 NA NA
"1576" "26" 32 NA NA
"1577" "27" 32 10 3
"1578" "28" 32 NA NA
"1579" "29" 32 6 3
"1580" "30" 32 NA NA
"1581" "31" 32 NA NA
"1582" "32" 32 1 3
"1583" "33" 32 6 1
"1584" "34" 32 7 2
"1585" "35" 32 NA NA
"1586" "36" 32 NA NA
"1587" "37" 32 7 2
"1588" "38" 32 NA NA
"1589" "39" 32 NA NA
"1590" "40" 32 NA NA
"1591" "41" 32 1 1
"1592" "42" 32 NA NA
"1593" "43" 32 NA NA
"1594" "44" 32 NA NA
"1595" "45" 32 NA NA
"1596" "46" 32 10 1
"1597" "47" 32 NA NA
"1598" "48" 32 NA NA
"1599" "49" 32 1 1
"1600" "50" 32 NA NA
"1601" "1" 33 10 1
"1602" "2" 33 NA NA
"1603" "3" 33 10 1
"1604" "4" 33 NA NA
"1605" "5" 33 NA NA
"1606" "6" 33 NA NA
"1607" "7" 33 1 3
"1608" "8" 33 NA NA
"1609" "9" 33 NA NA
"1610" "10" 33 NA NA
"1611" "11" 33 NA NA
"1612" "12" 33 NA NA
"1613" "13" 33 10 1
"1614" "14" 33 NA NA
"1615" "15" 33 10 1
"1616" "16" 33 NA NA
"1617" "17" 33 NA NA
"1618" "18" 33 NA NA
"1619" "19" 33 NA NA
"1620" "20" 33 7 2
"1621" "21" 33 10 1
"1622" "22" 33 1 3
"1623" "23" 33 1 3
"1624" "24" 33 NA NA
"1625" "25" 33 NA NA
"1626" "26" 33 NA NA
"1627" "27" 33 10 1
"1628" "28" 33 NA NA
"1629" "29" 33 NA NA
"1630" "30" 33 NA NA
"1631" "31" 33 NA NA
"1632" "32" 33 1 2
"1633" "33" 33 NA NA
"1634" "34" 33 7 2
"1635" "35" 33 10 1
"1636" "36" 33 10 3
"1637" "37" 33 NA NA
"1638" "38" 33 7 1
"1639" "39" 33 9 3
"1640" "40" 33 NA NA
"1641" "41" 33 NA NA
"1642" "42" 33 NA NA
"1643" "43" 33 NA NA
"1644" "44" 33 7 1
"1645" "45" 33 NA NA
"1646" "46" 33 10 1
"1647" "47" 33 NA NA
"1648" "48" 33 NA NA
"1649" "49" 33 NA NA
"1650" "50" 33 7 1
"1651" "1" 34 10 1
"1652" "2" 34 10 1
"1653" "3" 34 NA NA
"1654" "4" 34 NA NA
"1655" "5" 34 NA NA
"1656" "6" 34 NA NA
"1657" "7" 34 1 1
"1658" "8" 34 10 3
"1659" "9" 34 NA NA
"1660" "10" 34 NA NA
"1661" "11" 34 NA NA
"1662" "12" 34 NA NA
"1663" "13" 34 NA NA
"1664" "14" 34 NA NA
"1665" "15" 34 NA NA
"1666" "16" 34 NA NA
"1667" "17" 34 NA NA
"1668" "18" 34 1 3
"1669" "19" 34 NA NA
"1670" "20" 34 7 1
"1671" "21" 34 10 3
"1672" "22" 34 1 3
"1673" "23" 34 NA NA
"1674" "24" 34 NA NA
"1675" "25" 34 NA NA
"1676" "26" 34 6 2
"1677" "27" 34 NA NA
"1678" "28" 34 NA NA
"1679" "29" 34 NA NA
"1680" "30" 34 NA NA
"1681" "31" 34 NA NA
"1682" "32" 34 1 2
"1683" "33" 34 3 3
"1684" "34" 34 NA NA
"1685" "35" 34 NA NA
"1686" "36" 34 NA NA
"1687" "37" 34 7 2
"1688" "38" 34 7 3
"1689" "39" 34 9 2
"1690" "40" 34 NA NA
"1691" "41" 34 NA NA
"1692" "42" 34 NA NA
"1693" "43" 34 NA NA
"1694" "44" 34 NA NA
"1695" "45" 34 NA NA
"1696" "46" 34 10 3
"1697" "47" 34 NA NA
"1698" "48" 34 NA NA
"1699" "49" 34 1 3
"1700" "50" 34 7 2
"1701" "1" 35 NA NA
"1702" "2" 35 NA NA
"1703" "3" 35 NA NA
"1704" "4" 35 NA NA
"1705" "5" 35 NA NA
"1706" "6" 35 NA NA
"1707" "7" 35 1 2
"1708" "8" 35 NA NA
"1709" "9" 35 NA NA
"1710" "10" 35 NA NA
"1711" "11" 35 NA NA
"1712" "12" 35 NA NA
"1713" "13" 35 10 3
"1714" "14" 35 10 3
"1715" "15" 35 NA NA
"1716" "16" 35 NA NA
"1717" "17" 35 NA NA
"1718" "18" 35 NA NA
"1719" "19" 35 NA NA
"1720" "20" 35 NA NA
"1721" "21" 35 NA NA
"1722" "22" 35 NA NA
"1723" "23" 35 NA NA
"1724" "24" 35 NA NA
"1725" "25" 35 NA NA
"1726" "26" 35 NA NA
"1727" "27" 35 10 3
"1728" "28" 35 1 1
"1729" "29" 35 NA NA
"1730" "30" 35 6 1
"1731" "31" 35 NA NA
"1732" "32" 35 NA NA
"1733" "33" 35 NA NA
"1734" "34" 35 NA NA
"1735" "35" 35 10 3
"1736" "36" 35 NA NA
"1737" "37" 35 NA NA
"1738" "38" 35 NA NA
"1739" "39" 35 NA NA
"1740" "40" 35 1 1
"1741" "41" 35 NA NA
"1742" "42" 35 NA NA
"1743" "43" 35 NA NA
"1744" "44" 35 7 2
"1745" "45" 35 NA NA
"1746" "46" 35 NA NA
"1747" "47" 35 NA NA
"1748" "48" 35 NA NA
"1749" "49" 35 1 2
"1750" "50" 35 NA NA
"1751" "1" 36 10 3
"1752" "2" 36 10 1
"1753" "3" 36 NA NA
"1754" "4" 36 NA NA
"1755" "5" 36 NA NA
"1756" "6" 36 NA NA
"1757" "7" 36 NA NA
"1758" "8" 36 10 1
"1759" "9" 36 NA NA
"1760" "10" 36 NA NA
"1761" "11" 36 NA NA
"1762" "12" 36 NA NA
"1763" "13" 36 NA NA
"1764" "14" 36 NA NA
"1765" "15" 36 10 1
"1766" "16" 36 10 1
"1767" "17" 36 9 2
"1768" "18" 36 1 2
"1769" "19" 36 NA NA
"1770" "20" 36 NA NA
"1771" "21" 36 NA NA
"1772" "22" 36 1 1
"1773" "23" 36 1 1
"1774" "24" 36 10 1
"1775" "25" 36 10 1
"1776" "26" 36 NA NA
"1777" "27" 36 NA NA
"1778" "28" 36 NA NA
"1779" "29" 36 NA NA
"1780" "30" 36 NA NA
"1781" "31" 36 10 1
"1782" "32" 36 1 1
"1783" "33" 36 NA NA
"1784" "34" 36 NA NA
"1785" "35" 36 NA NA
"1786" "36" 36 NA NA
"1787" "37" 36 NA NA
"1788" "38" 36 NA NA
"1789" "39" 36 7 2
"1790" "40" 36 1 2
"1791" "41" 36 NA NA
"1792" "42" 36 NA NA
"1793" "43" 36 10 3
"1794" "44" 36 NA NA
"1795" "45" 36 10 1
"1796" "46" 36 NA NA
"1797" "47" 36 NA NA
"1798" "48" 36 NA NA
"1799" "49" 36 NA NA
"1800" "50" 36 NA NA
"1801" "1" 37 NA NA
"1802" "2" 37 NA NA
"1803" "3" 37 NA NA
"1804" "4" 37 NA NA
"1805" "5" 37 NA NA
"1806" "6" 37 NA NA
"1807" "7" 37 NA NA
"1808" "8" 37 10 1
"1809" "9" 37 NA NA
"1810" "10" 37 NA NA
"1811" "11" 37 NA NA
"1812" "12" 37 NA NA
"1813" "13" 37 10 3
"1814" "14" 37 NA NA
"1815" "15" 37 NA NA
"1816" "16" 37 NA NA
"1817" "17" 37 NA NA
"1818" "18" 37 NA NA
"1819" "19" 37 NA NA
"1820" "20" 37 NA NA
"1821" "21" 37 NA NA
"1822" "22" 37 NA NA
"1823" "23" 37 NA NA
"1824" "24" 37 NA NA
"1825" "25" 37 10 3
"1826" "26" 37 NA NA
"1827" "27" 37 NA NA
"1828" "28" 37 NA NA
"1829" "29" 37 NA NA
"1830" "30" 37 NA NA
"1831" "31" 37 NA NA
"1832" "32" 37 NA NA
"1833" "33" 37 NA NA
"1834" "34" 37 NA NA
"1835" "35" 37 10 1
"1836" "36" 37 NA NA
"1837" "37" 37 NA NA
"1838" "38" 37 NA NA
"1839" "39" 37 NA NA
"1840" "40" 37 NA NA
"1841" "41" 37 NA NA
"1842" "42" 37 1 3
"1843" "43" 37 NA NA
"1844" "44" 37 NA NA
"1845" "45" 37 10 1
"1846" "46" 37 NA NA
"1847" "47" 37 NA NA
"1848" "48" 37 NA NA
"1849" "49" 37 NA NA
"1850" "50" 37 NA NA
"1851" "1" 38 NA NA
"1852" "2" 38 NA NA
"1853" "3" 38 NA NA
"1854" "4" 38 NA NA
"1855" "5" 38 NA NA
"1856" "6" 38 10 3
"1857" "7" 38 NA NA
"1858" "8" 38 NA NA
"1859" "9" 38 1 1
"1860" "10" 38 NA NA
"1861" "11" 38 NA NA
"1862" "12" 38 10 1
"1863" "13" 38 NA NA
"1864" "14" 38 NA NA
"1865" "15" 38 NA NA
"1866" "16" 38 NA NA
"1867" "17" 38 NA NA
"1868" "18" 38 1 3
"1869" "19" 38 NA NA
"1870" "20" 38 NA NA
"1871" "21" 38 NA NA
"1872" "22" 38 1 2
"1873" "23" 38 NA NA
"1874" "24" 38 10 1
"1875" "25" 38 NA NA
"1876" "26" 38 NA NA
"1877" "27" 38 NA NA
"1878" "28" 38 NA NA
"1879" "29" 38 NA NA
"1880" "30" 38 NA NA
"1881" "31" 38 NA NA
"1882" "32" 38 NA NA
"1883" "33" 38 7 2
"1884" "34" 38 NA NA
"1885" "35" 38 NA NA
"1886" "36" 38 NA NA
"1887" "37" 38 NA NA
"1888" "38" 38 NA NA
"1889" "39" 38 NA NA
"1890" "40" 38 NA NA
"1891" "41" 38 NA NA
"1892" "42" 38 1 3
"1893" "43" 38 NA NA
"1894" "44" 38 NA NA
"1895" "45" 38 NA NA
"1896" "46" 38 NA NA
"1897" "47" 38 NA NA
"1898" "48" 38 7 1
"1899" "49" 38 NA NA
"1900" "50" 38 7 2
"1901" "1" 39 NA NA
"1902" "2" 39 10 3
"1903" "3" 39 NA NA
"1904" "4" 39 NA NA
"1905" "5" 39 10 1
"1906" "6" 39 NA NA
"1907" "7" 39 NA NA
"1908" "8" 39 NA NA
"1909" "9" 39 NA NA
"1910" "10" 39 10 2
"1911" "11" 39 10 1
"1912" "12" 39 10 3
"1913" "13" 39 NA NA
"1914" "14" 39 NA NA
"1915" "15" 39 NA NA
"1916" "16" 39 10 3
"1917" "17" 39 NA NA
"1918" "18" 39 NA NA
"1919" "19" 39 NA NA
"1920" "20" 39 8 3
"1921" "21" 39 NA NA
"1922" "22" 39 1 3
"1923" "23" 39 1 2
"1924" "24" 39 NA NA
"1925" "25" 39 10 3
"1926" "26" 39 NA NA
"1927" "27" 39 NA NA
"1928" "28" 39 NA NA
"1929" "29" 39 7 2
"1930" "30" 39 NA NA
"1931" "31" 39 10 3
"1932" "32" 39 NA NA
"1933" "33" 39 NA NA
"1934" "34" 39 7 2
"1935" "35" 39 NA NA
"1936" "36" 39 NA NA
"1937" "37" 39 9 3
"1938" "38" 39 NA NA
"1939" "39" 39 5 2
"1940" "40" 39 1 3
"1941" "41" 39 NA NA
"1942" "42" 39 NA NA
"1943" "43" 39 NA NA
"1944" "44" 39 7 2
"1945" "45" 39 NA NA
"1946" "46" 39 10 1
"1947" "47" 39 1 3
"1948" "48" 39 7 3
"1949" "49" 39 1 1
"1950" "50" 39 NA NA
"1951" "1" 40 9 1
"1952" "2" 40 NA NA
"1953" "3" 40 NA NA
"1954" "4" 40 NA NA
"1955" "5" 40 NA NA
"1956" "6" 40 NA NA
"1957" "7" 40 NA NA
"1958" "8" 40 10 1
"1959" "9" 40 NA NA
"1960" "10" 40 10 3
"1961" "11" 40 10 1
"1962" "12" 40 10 1
"1963" "13" 40 NA NA
"1964" "14" 40 10 3
"1965" "15" 40 10 1
"1966" "16" 40 NA NA
"1967" "17" 40 NA NA
"1968" "18" 40 NA NA
"1969" "19" 40 NA NA
